!omamer-version: 2.0.4
!query-md5: 0ba3df64bec478a636fba2733128daa1
!date-run: 2024-10-16T09:35:19.332361
!db-path: DB/LUCA.h5
!db-info-source: OMA / All.Jul2024
!db-info-root_level: LUCA
!db-info-database_hash: c259ac11f2fe04d44b5e031a6ec1b496
qseqid	hogid	hoglevel	family_p	family_count	family_normcount	subfamily_score	subfamily_count	qseqlen	subfamily_medianseqlen	qseq_overlap
tr|A0A4U1EHS7|A0A4U1EHS7_MONMO	HOG:E0792940.6auv.513a.261b.163e.106b	Amniota	562.1100934484887	580	0.9893340618797638	0.8275855763528146	24	590	795	0.99830220713073
tr|A0A4U1EIX9|A0A4U1EIX9_MONMO	HOG:E0793433.5a.6a.7c	Amniota	1433.9990812507713	239	0.9636365808750601	0.8043472126547494	37	254	254	1.0
tr|A0A4U1EJF3|A0A4U1EJF3_MONMO	HOG:E0789346.1c	Bilateria	1483.4525704545445	319	0.725516391593592	0.648089500156497	221	445	363	1.0
tr|A0A4U1EJI9|A0A4U1EJI9_MONMO	HOG:E0802384.6b.14a	Metazoa	2354.517059159491	580	0.9844774039945038	0.9648934599559196	275	595	1036	1.0
tr|A0A4U1EK35|A0A4U1EK35_MONMO	HOG:E0779995.1b.6b.6a.6a	Amniota	1824.0798783958815	381	0.9973613019389723	0.9789454299752779	93	388	715	1.0
tr|A0A4U1EKU6|A0A4U1EKU6_MONMO	HOG:E0747261.4b	Boreoeutheria	1613.7908002715046	300	0.734755252933822	0.6058379137952046	166	414	1180	0.8111380145278451
tr|A0A4U1EL34|A0A4U1EL34_MONMO	HOG:E0732112.1b.2b	Artiodactyla	3393.69385406145	533	0.6992635117107288	0.3304345091470749	114	768	734	0.9504563233376793
tr|A0A4U1EL96|A0A4U1EL96_MONMO	HOG:E0802143.10a.39a	Metazoa	1220.5932289384155	480	0.9073716851552628	0.8530178651230131	296	532	1234	0.9811676082862524
tr|A0A4U1ELM0|A0A4U1ELM0_MONMO	HOG:E0754590.5d	Boreoeutheria	342.44988471943856	44	0.42303940019224684	0.19999991863951777	15	110	52	0.5229357798165137
tr|A0A4U1ELM9|A0A4U1ELM9_MONMO	HOG:E1028112.1co.29w	Opisthokonta	208.7429511553207	70	0.5633419272084244	0.2054763710108191	15	129	451	1.0
tr|A0A4U1EMF3|A0A4U1EMF3_MONMO	HOG:E0728598	Eutheria	943.9169918998414	190	0.3014590274157538	0.2750385087549358	173	635	313	0.45741324921135645
tr|A0A4U1EMU2|A0A4U1EMU2_MONMO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	46	N/A	N/A
tr|A0A4U1EN86|A0A4U1EN86_MONMO	HOG:E0778345.2b.7b.2c.2b.1b	Bovidae	1656.8537515452845	265	1.0	0.9999999883770739	2	271	271	1.0
tr|A0A4U1ENJ0|A0A4U1ENJ0_MONMO	HOG:E0789775.5b.3a.3b	Hystricomorpha	1070.6920236513404	183	0.9240886778044145	0.16666661694637197	3	204	366	0.9310344827586207
tr|A0A4U1EPR4|A0A4U1EPR4_MONMO	HOG:E0737770.2b.4b	Theria	275.25701467496964	60	0.18466038509751545	0.12852602232718713	41	335	176	0.45808383233532934
tr|A0A4U1EQG0|A0A4U1EQG0_MONMO	HOG:E0789130.1b.2a.3b	Gnathostomata	250.57370996695408	71	0.2863510807296723	0.23244571555480445	53	252	741	0.5418326693227091
tr|A0A4U1EQP6|A0A4U1EQP6_MONMO	HOG:E1027421.2a.17h.56a	Metazoa	1241.7518481014852	366	0.9417891661301488	0.9202793740989152	254	394	501	0.9745547073791349
tr|A0A4U1EQU8|A0A4U1EQU8_MONMO	HOG:E0801842.10e.30b.64a.58a	Vertebrata	560.5468811295647	118	0.9142385463677729	0.879118807011455	80	135	212	1.0
tr|A0A4U1ER67|A0A4U1ER67_MONMO	HOG:E0802134.9ae.55c.30b.46b.50c.41b.13b	Mammalia	1721.2679497092035	433	0.9594653312218874	0.4634141672921459	19	457	445	0.9780701754385965
tr|A0A4U1ESS0|A0A4U1ESS0_MONMO	HOG:E0726600	Eutheria	2071.373372926196	285	0.9075991205618261	0.907642065865953	285	320	316	1.0
tr|A0A4U1ETW5|A0A4U1ETW5_MONMO	HOG:E0739481.2a.6a.1a.1b	Artiodactyla	723.122603189905	108	0.729593754968898	0.23076917459175494	12	154	153	0.954248366013072
tr|A0A4U1EUA7|A0A4U1EUA7_MONMO	HOG:E0805572.3a.4b.5b.19a	Mammalia	461.4630463342796	91	0.6100091827389749	0.25640987091654305	20	155	182	1.0
tr|A0A4U1EUN6|A0A4U1EUN6_MONMO	HOG:E0780186.1a.1b.3d.13b	Sarcopterygii	1134.4586451097082	223	0.6345595120900729	0.10344776832763228	15	357	389	0.6825842696629213
tr|A0A4U1EVC3|A0A4U1EVC3_MONMO	HOG:E0801551.7a.7b	Artiodactyla	645.7608280449589	124	0.8261677669705414	0.36585354101588885	15	156	360	0.9096774193548387
tr|A0A4U1EVI1|A0A4U1EVI1_MONMO	HOG:E0746310	Gnathostomata	292.5789282402572	65	0.606247470445836	0.6074661093402023	65	113	1240	0.6696428571428571
tr|A0A4U1EVU6|A0A4U1EVU6_MONMO	HOG:E0748405	Gnathostomata	1123.8465226696107	148	0.9366859050655751	0.9367070885861329	148	164	166	1.0
tr|A0A4U1EXW5|A0A4U1EXW5_MONMO	HOG:E0732721	Amniota	2606.8951402513985	440	0.8459116398322679	0.8461449313695804	440	526	517	1.0
tr|A0A4U1EXZ2|A0A4U1EXZ2_MONMO	HOG:E0755383.2a.4a.3a.1b	Eutheria	2543.1370334809462	393	1.0	0.9999992244925464	46	399	417	1.0
tr|A0A4U1EZ43|A0A4U1EZ43_MONMO	HOG:E0803398.5d.46a.48b.46a.34a.23a.25a.26c	Boreoeutheria	2380.693918448841	771	0.9698469271350125	0.8206881955266196	119	800	806	0.9974968710888611
tr|A0A4U1EZW5|A0A4U1EZW5_MONMO	HOG:E0754413	Vertebrata	5805.078278545148	922	1.0	0.9999904104403062	922	928	972	1.0
tr|A0A4U1F0C6|A0A4U1F0C6_MONMO	HOG:E0781558.1a.1a.1a.1a	Euarchontoglires	1562.8103542276128	220	0.5325873739075725	0.12499993801106117	29	424	289	0.900709219858156
tr|A0A4U1F2U5|A0A4U1F2U5_MONMO	HOG:E0802771.6a.4b.4a	Boreoeutheria	2084.5660861407277	325	0.9878239450933116	0.9374992855129082	60	335	335	1.0
tr|A0A4U1F2Y4|A0A4U1F2Y4_MONMO	HOG:E0802078.2a.2d.3a.6d	Vertebrata	3194.051991227435	794	0.9189876957791951	0.8313506038002547	350	869	834	0.9320276497695853
tr|A0A4U1F317|A0A4U1F317_MONMO	HOG:E0808147.8a	Bilateria	3489.6185048684692	831	0.9681226243604978	0.9592780988835197	660	865	836	1.0
tr|A0A4U1F390|A0A4U1F390_MONMO	HOG:E0732347	Mammalia	3986.068573872942	574	0.916875323375924	0.9169301210745859	574	638	617	0.9858712715855573
tr|A0A4U1F3A5|A0A4U1F3A5_MONMO	HOG:E0754485	Vertebrata	2289.040855985556	387	0.9190833559516686	0.919229893128784	387	427	720	0.971830985915493
tr|A0A4U1F407|A0A4U1F407_MONMO	HOG:E0747221	Gnathostomata	2491.0872255264107	353	0.983274119610533	0.983284845654342	353	366	336	1.0
tr|A0A4U1F488|A0A4U1F488_MONMO	HOG:E1033128.10o.48d.66c.56b.20b	Chordata	1385.831383743634	447	0.9170535965189811	0.8020282798141745	158	492	642	1.0
tr|A0A4U1F4I0|A0A4U1F4I0_MONMO	HOG:E0778579.1b.3b.8a	Theria	2361.8915658876113	391	0.9898512830510274	0.9487175073696187	74	405	339	1.0
tr|A0A4U1F5R8|A0A4U1F5R8_MONMO	HOG:E0749077.1a	Euteleostomi	2358.947258467622	454	0.8465132090771519	0.8404537876435969	432	542	551	0.9963031423290203
tr|A0A4U1F6Q1|A0A4U1F6Q1_MONMO	HOG:E0737781.1b	Tetrapoda	1632.8455653904387	288	0.66623874291702	0.6159979408049382	231	438	367	1.0
tr|A0A4U1F7G5|A0A4U1F7G5_MONMO	HOG:E0732578.2b.4a.12a	Tursiops truncatus	535.7394824928596	80	0.8420042412686202	0.2173912991820812	5	101	105	0.94
tr|A0A4U1F848|A0A4U1F848_MONMO	HOG:E0802365.9ce.232j.255b.188a.112b.72b	Artiodactyla	851.2664082341282	273	0.9528951065686385	0.6545453376704762	36	292	334	1.0
tr|A0A4U1F8K0|A0A4U1F8K0_MONMO	HOG:E0803343.6a.14b.27a.8a	Cetacea	2613.521582472407	589	0.9588834169969632	0.1749999925742417	7	620	461	0.9854604200323102
tr|A0A4U1F8N7|A0A4U1F8N7_MONMO	HOG:E0789746.1a	Eumetazoa	3688.2105852193677	933	0.6513400702287676	0.6336486403434107	858	1436	1280	0.9616724738675958
tr|A0A4U1F9Z2|A0A4U1F9Z2_MONMO	HOG:E0803297.6m.6b.3b.3a.3b	Eutheria	2270.33679610247	455	0.9516202576870015	0.3947363655652959	15	484	474	1.0
tr|A0A4U1FAR6|A0A4U1FAR6_MONMO	HOG:E0726580	Eutheria	70.83509469389506	20	0.1019654608610112	N/A	N/A	201	306	0.16
tr|A0A4U1FAU6|A0A4U1FAU6_MONMO	HOG:E0752499.1a.6a	Eutheria	2731.0931881001743	444	0.9736358670422195	0.924049309189261	146	462	456	1.0
tr|A0A4U1FB52|A0A4U1FB52_MONMO	HOG:E0781665.3c.10a	Euteleostomi	638.6081410701771	118	0.9592114978694016	0.941858736206032	81	129	660	1.0
tr|A0A4U1FBI8|A0A4U1FBI8_MONMO	HOG:E0738387.1b	Cetacea	2952.6720352335915	473	0.7751944595147012	0.33018862952498834	70	616	639	0.9821138211382113
tr|A0A4U1FBP5|A0A4U1FBP5_MONMO	HOG:E0794507.2a.2b.6e.14a	Euteleostomi	2797.8192907135785	614	0.8763072300700385	0.7601037838791165	282	707	684	0.990084985835694
tr|A0A4U1FDB2|A0A4U1FDB2_MONMO	HOG:E0793394.4q.130b	Mammalia	515.6148585068352	156	1.0	0.9999980970687216	51	162	558	1.0
tr|A0A4U1FDI1|A0A4U1FDI1_MONMO	HOG:E0737822.1b.1a	Muroidea	2901.839600635457	362	1.0	0.9999999525397187	2	368	424	1.0
tr|A0A4U1FDK6|A0A4U1FDK6_MONMO	HOG:E0779921.1b.7a	Boreoeutheria	2443.7865843130303	417	0.9857790498748242	0.9459447394216521	105	429	644	1.0
tr|A0A4U1FE44|A0A4U1FE44_MONMO	HOG:E0742658.1c	Amniota	5385.948048028879	952	0.9844386014522907	0.9813617213478172	790	985	1012	0.9979674796747967
tr|A0A4U1FFS2|A0A4U1FFS2_MONMO	HOG:E0757153.2a.2b	Theria	1559.83978775855	204	0.8754997605281437	0.723809124110012	76	239	194	0.8781512605042017
tr|A0A4U1FI04|A0A4U1FI04_MONMO	HOG:E0784428.5a	Neopterygii	2728.0342780543033	461	0.9583285198095755	0.12499990798516891	3	487	746	1.0
tr|A0A4U1FI77|A0A4U1FI77_MONMO	HOG:E0789365.3b.5k.17b	Theria	1978.082576971528	509	0.810991263716482	0.10294054786400539	14	632	913	0.9540412044374009
tr|A0A4U1FIV8|A0A4U1FIV8_MONMO	HOG:E0795430.2a.1b.3d.9c	Gnathostomata	962.7726079269137	179	0.8058474317153926	0.5416654559452051	52	228	375	0.8325991189427313
tr|A0A4U1FJ24|A0A4U1FJ24_MONMO	HOG:E0793124.2b.5b.7b.1b	Boreoeutheria	490.00309742695714	134	0.7457400621525353	0.4230753778734791	33	185	897	0.782608695652174
tr|A0A4U1FJJ1|A0A4U1FJJ1_MONMO	HOG:E0749006	Gnathostomata	2374.2066221718587	331	0.9403060764178374	0.9403376378829494	331	358	365	1.0
tr|A0A4U1FKC2|A0A4U1FKC2_MONMO	HOG:E0727025.1c	Boreoeutheria	725.3986997784317	108	0.3271654785118117	0.25490144453268254	78	336	132	0.7194029850746269
tr|A0A4U1FKQ0|A0A4U1FKQ0_MONMO	HOG:E0736719	Tetrapoda	1411.182866564756	214	0.6749123213589954	0.6750759605589589	214	323	264	0.8074534161490683
tr|A0A4U1FLK3|A0A4U1FLK3_MONMO	HOG:E0789388.5a.9b	Artiodactyla	5229.158293835003	1082	0.9772558499859405	0.7614675893264754	83	1113	1135	1.0
tr|A0A4U1FMF7|A0A4U1FMF7_MONMO	HOG:E0804483.8ck.26c.5h.13a	Amniota	972.5303187962353	199	1.0	0.9999998727935319	79	262	262	1.0
tr|A0A4U1FMJ5|A0A4U1FMJ5_MONMO	HOG:E0801680.8s.75a.22a	Gnathostomata	5707.173385572386	3257	0.9431587897928186	0.8170200675722608	844	3431	3976	1.0
tr|A0A4U1FMR0|A0A4U1FMR0_MONMO	HOG:E0804858.2b.2b	Bilateria	1653.4503424069046	419	0.9056611753543099	0.8931555611801713	368	468	1773	0.987152034261242
tr|A0A4U1FPA7|A0A4U1FPA7_MONMO	HOG:E0756381	Chordata	2996.5642374350773	519	0.9700140314799612	0.9700855320769491	519	542	715	1.0
tr|A0A4U1FQ14|A0A4U1FQ14_MONMO	HOG:E0752845.1a.3a.2b	Theria	509.0327326757987	65	0.9701406864488809	0.8823525908743944	15	78	129	0.9090909090909091
tr|A0A4U1FQ20|A0A4U1FQ20_MONMO	HOG:E0748795	Gnathostomata	1908.3083344183813	288	0.8250874192882667	0.8252122377405469	288	355	326	0.9943502824858758
tr|A0A4U1FQK7|A0A4U1FQK7_MONMO	HOG:E0730404	Theria	1008.9330841976528	148	0.6695525972025201	0.6696811777376516	148	227	277	1.0
tr|A0A4U1FRI9|A0A4U1FRI9_MONMO	HOG:E0789277.2a.14d	Gnathostomata	463.1204170617566	83	0.7541570186110247	0.6853907946895067	61	116	189	0.7913043478260869
tr|A0A4U1FRT4|A0A4U1FRT4_MONMO	HOG:E0748348	Gnathostomata	1884.1897192790695	307	0.4285277356038833	0.42876955916671433	307	736	343	0.6748299319727891
tr|A0A4U1FTB7|A0A4U1FTB7_MONMO	HOG:E0806267.1d.2b.1b.5b.10b	Tetrapoda	304.42796236174917	79	0.5618659879496897	0.17721432235113313	14	146	649	0.9586206896551724
tr|A0A4U1FTP6|A0A4U1FTP6_MONMO	HOG:E0732026	Mammalia	3922.648356225378	585	0.9558384265068167	0.9558794165380584	585	618	616	1.0
tr|A0A4U1FTQ8|A0A4U1FTQ8_MONMO	HOG:E0739983.1b	Sarcopterygii	1541.999943749798	199	0.9802883086495526	0.9800977935945766	197	209	210	1.0
tr|A0A4U1FVH8|A0A4U1FVH8_MONMO	HOG:E0794303.3o.15a	Amniota	601.4848285410218	224	0.859030341860709	0.6818170740887592	90	265	253	1.0
tr|A0A4U1FWF2|A0A4U1FWF2_MONMO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	118	N/A	N/A
tr|A0A4V5P6I6|A0A4V5P6I6_MONMO	HOG:E0789821.5b.7b	Gnathostomata	7091.256064791719	1842	0.9114272301318761	0.8852115841443098	1396	2024	2077	0.9995056846267919
tr|A0A4V5P6J4|A0A4V5P6J4_MONMO	HOG:E0780053.1a.3a.1b.7a.1b.1a	Boreoeutheria	2858.717044100195	548	0.9819915091966577	0.7735844691549331	41	564	586	0.9822380106571936
tr|A0A4V5P6S3|A0A4V5P6S3_MONMO	HOG:E0737832	Sarcopterygii	2954.3361523592753	431	0.972887453873102	0.9729078826212862	431	460	444	1.0
tr|A0A4V5P8Q4|A0A4V5P8Q4_MONMO	HOG:E0792970.6i.48a.35a	Vertebrata	1072.6336948656246	210	1.0	0.9999993061758877	62	216	217	1.0
tr|A0A4V5P8U8|A0A4V5P8U8_MONMO	HOG:E0793140.6c.12b.9b.12b	Artiodactyla	1657.563525640315	414	0.9466045685740591	0.41463410921267196	17	443	438	0.9479638009049773
tr|A0A4V5P944|A0A4V5P944_MONMO	HOG:E0783191	Eumetazoa	4510.94381691009	747	0.9802729740757385	0.9803046546459813	747	768	783	1.0
tr|A0A4V5PAN7|A0A4V5PAN7_MONMO	HOG:E0753993.1f	Gnathostomata	1257.500097305634	210	0.9050124822388765	0.869819768671	147	238	346	0.9578059071729957
tr|A0A4V5PB31|A0A4V5PB31_MONMO	HOG:E0792938.5f.13a.15a.14a.10b.5b	Eutheria	134.89109177444107	45	0.40091520922817453	0.14285672862897347	11	117	500	0.853448275862069
tr|A0A4V5PB39|A0A4V5PB39_MONMO	HOG:E0759137.1a.1c.5c.12a	Primates	4475.446464125402	1028	0.9657916518333577	0.1428569507560043	6	1070	1075	1.0
tr|A0A4V6WP30|A0A4V6WP30_MONMO	HOG:E0806073.3a.7a.25a	Vertebrata	387.115488347817	53	0.9464054948616362	0.8499998250103914	17	62	67	0.9508196721311475
tr|A0A4U1EAG3|A0A4U1EAG3_MONMO	HOG:E0730047	Theria	366.9341795843977	73	0.27498469582861385	0.2754679203393884	73	271	496	0.6111111111111112
tr|A0A4U1EE23|A0A4U1EE23_MONMO	HOG:E0738010	Sarcopterygii	2818.6233863296943	403	1.0	0.9999975785570768	403	409	407	1.0
tr|A0A4U1EEM3|A0A4U1EEM3_MONMO	HOG:E0808382.2c.1c.2b.2a.4a.2a	Artiodactyla	1027.8454574220739	186	0.989324177814275	0.9487178957690634	37	194	189	0.9896373056994818
tr|A0A4U1EGJ3|A0A4U1EGJ3_MONMO	HOG:E0801957.7c.41b.30b.5a	Eutheria	756.0474801177115	214	0.6238875477173539	0.4576259776601624	108	347	434	0.7716763005780347
tr|A0A4U1EGM0|A0A4U1EGM0_MONMO	HOG:E0792942.6by.126b	Gnathostomata	818.3177393904388	476	0.9167134857120113	0.8101773933047176	175	519	1323	0.9942084942084942
tr|A0A4U1EH94|A0A4U1EH94_MONMO	HOG:E0795421.1b.1c.7b.3a	Gnathostomata	447.26984437197507	106	0.7610413893512841	0.6249959726561302	55	145	846	0.7708333333333334
tr|A0A4U1EIF8|A0A4U1EIF8_MONMO	HOG:E0756740.1b.1b	Tachyglossus aculeatus	1793.1095429234433	234	0.6206310806423829	0.253885962902413	49	383	455	0.806282722513089
tr|A0A4U1EJ33|A0A4U1EJ33_MONMO	HOG:E1027296.1a.6h.25b.26h.28a.24b.16d	Vertebrata	176.54073559582494	47	0.8084111651552538	0.11111106655656132	2	64	193	0.9841269841269841
tr|A0A4U1EJ87|A0A4U1EJ87_MONMO	HOG:E0734021	Amniota	79.25573649020501	15	0.1873514014842867	0.18749900010550227	15	86	720	0.3058823529411765
tr|A0A4U1EK39|A0A4U1EK39_MONMO	HOG:E0748983.1a	Euteleostomi	1433.4008777292056	231	1.0	0.9999953682639765	174	237	490	1.0
tr|A0A4U1EKU3|A0A4U1EKU3_MONMO	HOG:E0780256.2b	Bilateria	5248.8543692240355	1007	0.8947206598483474	0.8918274229569625	973	1133	930	0.9337455830388692
tr|A0A4U1EL09|A0A4U1EL09_MONMO	HOG:E1027253.1b.5b	Opisthokonta	309.45120619818624	75	0.5049854561872325	0.15384342826999955	16	154	261	0.8823529411764706
tr|A0A4U1EL45|A0A4U1EL45_MONMO	HOG:E0801710.8c.52v.47a.53c.36a.34c.23a.19a.4l	Eutheria	610.519229581807	181	0.8348068719320718	0.1551720576795642	9	238	527	0.9071729957805907
tr|A0A4U1EME3|A0A4U1EME3_MONMO	HOG:E0754032	Vertebrata	2057.212184308943	252	0.9921239429562372	0.992124505234631	252	260	259	1.0
tr|A0A4U1ENZ3|A0A4U1ENZ3_MONMO	HOG:E0811307.2b.1b.3d	Gnathostomata	2612.4488969481185	805	0.9761209447521076	0.9065366081510483	194	830	3014	0.9951749095295537
tr|A0A4U1EPM0|A0A4U1EPM0_MONMO	HOG:E0717930.1a.1b	Cetacea	1772.1792617915419	216	0.7940893907538716	0.48623847851548835	53	305	334	0.9473684210526315
tr|A0A4U1EPT1|A0A4U1EPT1_MONMO	HOG:E0782894.1b.8a	Eutheria	7135.648971141773	1558	0.9910071642401169	0.9596525069101575	333	1616	1629	1.0
tr|A0A4U1EQI9|A0A4U1EQI9_MONMO	HOG:E0739405.2a.5b	Glires	1648.9699037657115	245	0.8843884118763163	0.15384589168460003	6	283	257	1.0
tr|A0A4U1EQZ2|A0A4U1EQZ2_MONMO	HOG:E0739959.4b	Boreoeutheria	1612.7775387230065	267	0.7252634597227585	0.4793803833526868	93	374	391	0.9812332439678284
tr|A0A4U1ERZ8|A0A4U1ERZ8_MONMO	HOG:E0795766.1a.1a.2b.3b.7e.8a.6a	Amniota	7158.8234216078745	2126	0.9676015401197202	0.8838555273628595	586	2206	2326	0.9963718820861678
tr|A0A4U1ESK8|A0A4U1ESK8_MONMO	HOG:E0803038.2b.54c.71b.59b.24d.8a	Equus caballus	1055.3782050423256	198	0.9426491183445262	0.1999999948342551	3	217	243	0.9953703703703703
tr|A0A4U1ESQ3|A0A4U1ESQ3_MONMO	HOG:E0753544.1b.1b.2b	Eutheria	746.4481874879128	84	0.7241230824594016	0.14545449315137832	8	139	74	1.0
tr|A0A4U1ET08|A0A4U1ET08_MONMO	HOG:E0789897.2b.5c.11a	Boreoeutheria	4973.88258845337	1099	0.9136362746377868	0.6148133803520272	166	1209	934	0.9693708609271523
tr|A0A4U1ET66|A0A4U1ET66_MONMO	HOG:E0752763	Vertebrata	8089.697241508356	1674	0.9557348503659143	0.955989808685806	1674	1758	1760	1.0
tr|A0A4U1ETH6|A0A4U1ETH6_MONMO	HOG:E0536425.4g	Mollusca	178.68616690329165	36	0.30721038836522246	0.19444378096908352	21	124	347	0.6504065040650406
tr|A0A4U1ETR7|A0A4U1ETR7_MONMO	HOG:E0784257.1a.3b	Vertebrata	1023.2966337696557	196	0.5378030344255995	0.507326850846572	173	370	303	0.7046070460704607
tr|A0A4U1EUB4|A0A4U1EUB4_MONMO	HOG:E0746245	Gnathostomata	1805.6583317179131	287	0.9471189765674033	0.9471862689590045	287	310	333	1.0
tr|A0A4U1EUJ1|A0A4U1EUJ1_MONMO	HOG:E0747245.1b	Euteleostomi	2582.4821824543774	442	0.876755865644312	0.867231197576274	405	511	483	0.9686274509803922
tr|A0A4U1EV35|A0A4U1EV35_MONMO	HOG:E0728616	Eutheria	3296.974040236851	419	0.826392912038955	0.8264286704369422	419	513	483	1.0
tr|A0A4U1EW86|A0A4U1EW86_MONMO	HOG:E0789614.5a	Mammalia	1714.459310568929	330	0.8566658030582536	0.5669284587599807	72	392	399	0.8746803069053708
tr|A0A4U1EWG8|A0A4U1EWG8_MONMO	HOG:E0753971.1a	Euteleostomi	1100.4957928214114	190	1.0	0.9999928764377791	163	199	563	1.0
tr|A0A4U1EWK5|A0A4U1EWK5_MONMO	HOG:E0811033.2c	Bilateria	2175.0907011157956	317	0.8636731186545	0.8402538702155423	263	376	298	1.0
tr|A0A4U1EWT2|A0A4U1EWT2_MONMO	HOG:E0752646.1a.3b.5a.2b.1b	Eutheria	4857.0433096463985	885	0.9235661516885557	0.49305480652254463	71	972	897	0.9474768280123584
tr|A0A4U1EX27|A0A4U1EX27_MONMO	HOG:E0790512.1a	Bilateria	268.46547983639334	41	0.4605417982943497	0.4482754029633873	39	95	52	1.0
tr|A0A4U1EZV3|A0A4U1EZV3_MONMO	HOG:E0811976.10a.6b	Boreoeutheria	748.733575264671	116	0.9061549774110181	0.555555420923329	15	134	134	1.0
tr|A0A4U1F122|A0A4U1F122_MONMO	HOG:E0801468.10mal.6445b	Balaenoptera musculus	13.958612134606557	175	0.771387880588765	0.16666666085520365	5	193	263	1.0
tr|A0A4U1F212|A0A4U1F212_MONMO	HOG:E0796473.2a.6f	Bilateria	90.27801561171972	33	0.26869564031506893	0.24369563094635768	29	127	357	0.9285714285714286
tr|A0A4U1F3J2|A0A4U1F3J2_MONMO	HOG:E0804822.16a.8a.6g	Vertebrata	1156.8376168677837	248	0.7788568248697713	0.1858406824587363	21	324	335	0.9287925696594427
tr|A0A4U1F424|A0A4U1F424_MONMO	HOG:E0802480.2b.8a.9a	Euteleostomi	1457.7390250671967	297	0.8454903485957551	0.7339885373622778	149	357	313	1.0
tr|A0A4U1F4C7|A0A4U1F4C7_MONMO	HOG:E0754018	Vertebrata	2127.9045240100368	387	0.9018237955727876	0.9020869859103455	387	435	870	0.9861751152073732
tr|A0A4U1F5F8|A0A4U1F5F8_MONMO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	65	N/A	N/A
tr|A0A4U1F6V2|A0A4U1F6V2_MONMO	HOG:E0802210.33b.14b.1a.3c.1b	Theria	1289.078571500462	243	0.9416416493262503	0.31818157506894873	7	264	332	1.0
tr|A0A4U1F744|A0A4U1F744_MONMO	HOG:E0803523.17a.8a	Gnathostomata	1997.7642660973997	349	0.9858342094557836	0.9599974723364474	120	360	358	1.0
tr|A0A4U1F7C4|A0A4U1F7C4_MONMO	HOG:E0746868	Gnathostomata	887.3654844751891	136	0.5911274370236184	0.5913031755248531	136	236	151	0.6851063829787234
tr|A0A4U1F7M9|A0A4U1F7M9_MONMO	HOG:E0732043	Mammalia	479.3492841416973	61	0.4879598964624723	0.4879995370201131	61	131	95	0.7230769230769231
tr|A0A4U1F8N8|A0A4U1F8N8_MONMO	HOG:E0759009.1a.2a	Boreoeutheria	788.0160032062704	151	0.8826483262033129	0.8090880059422738	89	177	1115	0.9545454545454546
tr|A0A4U1F929|A0A4U1F929_MONMO	HOG:E0801468.10naz	Opisthokonta	38.14631677740728	264	0.8589188645969154	0.7166660361229295	43	280	310	1.0
tr|A0A4U1FA51|A0A4U1FA51_MONMO	HOG:E0802358.5h.24a	Boreoeutheria	2059.638740774378	461	0.9067352809218445	0.3684203019842728	28	514	527	0.9298245614035088
tr|A0A4U1FA94|A0A4U1FA94_MONMO	HOG:E0761056	Bilateria	3086.4355558599173	513	0.9715314392107541	0.9715778852794322	513	534	590	1.0
tr|A0A4U1FC74|A0A4U1FC74_MONMO	HOG:E0746253.1a.2b	Tetrapoda	4792.168652606188	808	0.9471335724391174	0.9340127688878835	637	859	841	0.9662004662004662
tr|A0A4U1FCB8|A0A4U1FCB8_MONMO	HOG:E0746250.4a	Boreoeutheria	4147.170065893119	756	0.7693889148033093	0.3109748758974623	102	994	733	0.8670694864048338
tr|A0A4U1FDB7|A0A4U1FDB7_MONMO	HOG:E0746198.1b	Euteleostomi	2408.8910850597117	382	0.9870587402955027	0.9863329014392602	361	393	624	1.0
tr|A0A4U1FDC8|A0A4U1FDC8_MONMO	HOG:E0802070	Eukaryota	159.23474464219362	68	0.23626684277644067	0.21785096527195733	61	286	253	0.5263157894736842
tr|A0A4U1FDI5|A0A4U1FDI5_MONMO	HOG:E0780352.1a.6a	Boreoeutheria	1376.5875970849215	258	0.8510646919981898	0.754008871033497	141	309	336	1.0
tr|A0A4U1FDV2|A0A4U1FDV2_MONMO	HOG:E0803542.4a.4d.15c	Gnathostomata	854.985530185888	201	0.9802477578129293	0.9669397679976485	117	211	576	1.0
tr|A0A4U1FEJ6|A0A4U1FEJ6_MONMO	HOG:E0801860.3b.9b.3a.6a.5c.1a	Boreoeutheria	1492.49963553486	223	1.0	0.9999995909375756	41	229	229	1.0
tr|A0A4U1FEY8|A0A4U1FEY8_MONMO	HOG:E0756359.4a	Tetrapoda	1383.2994438068797	192	0.8100533100241395	0.5312491095547224	51	243	478	0.8925619834710744
tr|A0A4U1FF25|A0A4U1FF25_MONMO	HOG:E0742252.1b	Sauria	806.1300665736371	87	0.9354797360238598	0.39999989733082003	4	99	228	1.0
tr|A0A4U1FG19|A0A4U1FG19_MONMO	HOG:E1027353.4f.10e.4e.7a.13b.18r	Vertebrata	633.5603712072185	122	0.8238150275341171	0.1282051178736384	5	154	172	0.8758169934640523
tr|A0A4U1FGW4|A0A4U1FGW4_MONMO	HOG:E0802837.4b.4a.5c.12b	Gnathostomata	1490.8542473478844	357	0.9723906944030574	0.9487132475672282	185	373	525	1.0
